PDBID,RMSD,value,message,success,nit,nfev,num_MixOfGauss,num_atoms,num_rotbonds
8QTG,7.99601,-52.300124224212226,Optimization terminated successfully.,True,274,41899,473,28,4
8QTH,9.4272,-45.47336634739125,Optimization terminated successfully.,True,170,25881,616,32,4
8QTJ,4.74507,-66.74217710309368,Optimization terminated successfully.,True,336,52845,597,36,6
8QTU,7.73686,-41.84840335828233,Maximum number of iterations has been exceeded.,False,500,81735,280,19,14
8QUY,5.08957,-40.18374758615696,Optimization terminated successfully.,True,85,13676,249,20,1
8QV9,4.83507,-51.73679963536816,Optimization terminated successfully.,True,108,17486,251,18,2
8QVF,2.34065,-36.59996155285447,Optimization terminated successfully.,True,319,49964,329,24,5
8QVG,6.59593,-82.90012297571874,Optimization terminated successfully.,True,454,71274,334,23,7
8QVH,1.69065,-44.94097316902083,Maximum number of iterations has been exceeded.,False,500,78450,393,30,7
8QVK,1.18906,-75.86349353675365,Optimization terminated successfully.,True,122,19749,343,26,3
8QXQ,4.84728,-34.04571933889129,Optimization terminated successfully.,True,211,33488,334,19,5
8QYI,7.93833,-42.84726685762999,Optimization terminated successfully.,True,174,27042,450,27,4
8QYR,2.99503,-47.867360726261396,Optimization terminated successfully.,True,409,62072,288,20,4
8QZD,6.76898,-65.81190614807403,Optimization terminated successfully.,True,370,58825,432,27,6
8R0H,4.88151,-65.1783290758936,Optimization terminated successfully.,True,187,28765,303,18,2
8R0I,8.8705,-93.75562261565993,Maximum number of iterations has been exceeded.,False,500,75733,415,24,4
8R0Y,4.87024,-74.10494185414643,Optimization terminated successfully.,True,101,15816,337,21,3
8R0Z,5.03984,-61.13866314184574,Optimization terminated successfully.,True,271,43076,255,21,5
8R11,4.98255,-95.65328773975098,Optimization terminated successfully.,True,139,22452,332,22,4
8R12,7.21664,-70.19595369658754,Optimization terminated successfully.,True,188,28581,309,25,4
8R14,7.27733,-48.48563412867178,Optimization terminated successfully.,True,284,42981,341,24,4
8R16,1.41813,-82.6753766210126,Optimization terminated successfully.,True,410,63093,305,22,3
8R1I,3.71781,-69.7082811277211,Maximum number of iterations has been exceeded.,False,500,78884,347,26,7
8R1M,4.29946,-93.79385087381968,Optimization terminated successfully.,True,427,67052,343,17,8
8R1W,6.27908,-35.57069103719996,Optimization terminated successfully.,True,187,28974,247,21,3
8R25,1.98053,-57.40662349842677,Optimization terminated successfully.,True,157,24384,303,21,3
8R2A,3.03826,-59.68479356451486,Optimization terminated successfully.,True,171,26031,449,26,4
8R36,7.60533,-65.78430182810862,Optimization terminated successfully.,True,371,56977,370,24,4
8R4U,2.33136,-89.46336695170734,Optimization terminated successfully.,True,144,22395,412,35,3
8R4V,2.69663,-89.804167596967,Optimization terminated successfully.,True,464,75522,531,42,10
8R5B,5.44196,-61.92084443198688,Maximum number of iterations has been exceeded.,False,500,76622,364,25,9
8R5C,5.41842,-59.09451296373906,Maximum number of iterations has been exceeded.,False,500,81061,358,30,10
8R5E,4.83233,-74.97282826171316,Optimization terminated successfully.,True,138,22222,358,21,5
8R5F,5.68255,-37.14118733301664,Optimization terminated successfully.,True,372,58825,272,21,6
8R67,7.39985,-75.76874431215012,Optimization terminated successfully.,True,432,67567,738,47,8
8R6J,8.85612,-53.34190908579077,Maximum number of iterations has been exceeded.,False,500,78624,343,25,6
8R6K,7.07764,-52.81298991823822,Optimization terminated successfully.,True,295,45192,311,22,4
8R6M,7.8405,-45.87825414961469,Optimization terminated successfully.,True,192,30239,360,31,3
8R6O,7.95653,-72.10749707512001,Optimization terminated successfully.,True,416,66228,408,26,7
8R7G,1.87079,-63.10109254463439,Optimization terminated successfully.,True,184,29705,332,34,6
8R7W,2.81667,-66.31275774060074,Optimization terminated successfully.,True,129,20188,278,19,1
8R7X,5.77837,-68.96432755594749,Optimization terminated successfully.,True,64,10178,311,20,1
8R8E,0.88644,-49.28571803058511,Optimization terminated successfully.,True,93,14908,222,17,1
8RAI,6.10156,-84.51386206697734,Optimization terminated successfully.,True,162,26091,369,23,6
8RAK,3.44686,-38.00928940804336,Optimization terminated successfully.,True,395,62491,394,30,6
8RAR,4.32901,-80.55502261588612,Optimization terminated successfully.,True,311,48363,330,25,8
8RB6,8.18121,-30.78603143159355,Optimization terminated successfully.,True,117,18924,316,24,3
8RBP,1.96017,-79.96644751994106,Optimization terminated successfully.,True,156,25696,311,24,7
8RCO,4.15615,-53.71242958527458,Optimization terminated successfully.,True,73,11869,299,23,2
8RCW,8.17155,-97.20111626304207,Optimization terminated successfully.,True,155,24276,309,21,5
8RDN,6.71925,-50.49153252002327,Optimization terminated successfully.,True,478,75946,272,17,6
8RDO,4.33339,-73.53633705988258,Optimization terminated successfully.,True,193,31018,281,18,6
8RDQ,2.2066,-49.53175259338421,Optimization terminated successfully.,True,121,19652,283,20,1
8RGK,4.71712,-72.90589831968822,Optimization terminated successfully.,True,63,10132,371,25,3
8RHR,2.63137,-41.02466563849905,Optimization terminated successfully.,True,163,25492,203,15,3
8RIB,8.84653,-76.26074233424251,Maximum number of iterations has been exceeded.,False,500,80517,614,37,10
8RJ2,4.9408,-86.19493468586087,Optimization terminated successfully.,True,254,39825,384,25,8
8RU8,5.35611,-56.30653029137685,Maximum number of iterations has been exceeded.,False,500,79122,413,29,7
8RW0,11.3774,-77.19187276038872,Optimization terminated successfully.,True,130,20709,509,28,6
8S1X,5.59857,-94.42161298661074,Maximum number of iterations has been exceeded.,False,500,82239,437,27,14
8S45,4.06003,-34.105109170143336,Optimization terminated successfully.,True,78,12512,286,17,2
8S6F,6.65168,-71.56529658044147,Optimization terminated successfully.,True,490,76869,476,33,6
8S98,3.84156,-67.38389064394475,Optimization terminated successfully.,True,183,29236,433,26,7
8S99,7.40693,-59.83632221304042,Optimization terminated successfully.,True,219,34775,465,33,6
8SA9,6.05439,-98.4209623872903,Optimization terminated successfully.,True,192,32054,415,21,7
8SAB,3.63247,-62.49014850177275,Optimization terminated successfully.,True,107,18052,333,21,7
8SBC,5.12594,-54.47317065998122,Optimization terminated successfully.,True,187,29754,322,29,3
8SBT,2.31751,-69.84880855804595,Optimization terminated successfully.,True,95,15648,331,25,5
8SC7,6.6373,-63.78346647480933,Optimization terminated successfully.,True,383,59292,469,31,3
8SC9,9.55652,-80.97965333929353,Optimization terminated successfully.,True,298,46797,498,31,3
8SCE,7.30432,-41.1019696664243,Maximum number of iterations has been exceeded.,False,500,76558,429,28,9
8SE5,5.95246,-84.96770116468662,Maximum number of iterations has been exceeded.,False,500,80976,528,40,10
8SF8,3.08106,-122.78475072249894,Optimization terminated successfully.,True,348,55341,397,24,6
8SGE,6.28687,-64.59724601711878,Optimization terminated successfully.,True,368,59397,484,33,10
8SHJ,3.93245,-68.64709718937539,Optimization terminated successfully.,True,304,47534,344,26,5
8SIV,9.46695,-61.062576047945605,Optimization terminated successfully.,True,475,73556,380,30,5
8SIW,11.986,-51.620388696087865,Maximum number of iterations has been exceeded.,False,500,78429,351,36,6
8SIX,10.5174,-68.18932718690589,Maximum number of iterations has been exceeded.,False,500,78006,449,35,5
8SK4,3.8357,-60.655089626450405,Optimization terminated successfully.,True,167,25914,279,24,3
8SKH,6.83183,-52.21413091680408,Optimization terminated successfully.,True,210,32431,316,26,4
8SKL,8.04893,-70.22045422658002,Optimization terminated successfully.,True,178,28406,353,27,5
8SKN,8.2502,-75.60961294663781,Optimization terminated successfully.,True,306,48418,283,27,5
8SL7,9.27041,-58.227076648025886,Optimization terminated successfully.,True,152,24030,576,32,5
8SLO,3.74496,-93.84890372151912,Optimization terminated successfully.,True,284,45930,382,27,7
8SON,7.91799,-78.95328335598481,Maximum number of iterations has been exceeded.,False,500,79402,341,26,7
8SPN,7.31216,-52.015824603168475,Optimization terminated successfully.,True,292,45998,389,26,5
8SQG,6.89002,-70.25324345834834,Optimization terminated successfully.,True,441,72012,420,32,10
8SSO,10.9977,-36.70907625134827,Optimization terminated successfully.,True,457,71942,519,35,6
8SSV,4.34162,-58.56948901166955,Optimization terminated successfully.,True,321,51702,296,28,7
8STY,5.29606,-55.68133177274699,Maximum number of iterations has been exceeded.,False,500,81860,395,32,10
8STZ,5.09108,-62.69576729699032,Maximum number of iterations has been exceeded.,False,500,82064,483,33,10
8SU2,4.05178,-26.715097860696755,Optimization terminated successfully.,True,389,59655,263,17,4
8SV9,2.8865,-51.58619273562434,Maximum number of iterations has been exceeded.,False,500,78624,428,28,6
8SVL,5.00208,-105.98081508733773,Optimization terminated successfully.,True,370,58649,459,28,8
8SVM,3.78589,-70.43443278124876,Optimization terminated successfully.,True,419,65385,420,28,8
8SVT,6.40363,-78.16807090372265,Maximum number of iterations has been exceeded.,False,500,78552,548,36,13
8SVX,7.9317,-78.15427190685716,Maximum number of iterations has been exceeded.,False,500,77352,595,36,13
8SWE,1.60209,-107.67621142789285,Optimization terminated successfully.,True,154,25051,403,30,6
8SWJ,7.23759,-59.764249793431404,Maximum number of iterations has been exceeded.,False,500,78174,549,39,8
8SWR,2.50175,-71.16387524017067,Optimization terminated successfully.,True,104,16755,321,20,3
8SWS,5.36577,-65.64290827974814,Optimization terminated successfully.,True,128,20265,317,20,2
8SX4,6.75324,-91.36763984276517,Optimization terminated successfully.,True,151,25428,513,30,6
8SZE,2.63033,-69.98635861862834,Optimization terminated successfully.,True,122,19770,302,21,5
8SZU,11.0619,-88.28085360738415,Maximum number of iterations has been exceeded.,False,500,78872,520,33,13
8T0N,2.41597,-63.063769371999015,Optimization terminated successfully.,True,302,48620,291,23,6
8T0T,7.20092,-59.30822963270738,Optimization terminated successfully.,True,284,44142,435,34,5
8T2H,1.7762,-45.14379425155247,Optimization terminated successfully.,True,172,26679,461,31,3
8T4V,8.56638,-77.53094496515168,Optimization terminated successfully.,True,198,31318,716,48,5
8T55,5.26892,-59.13120657037014,Optimization terminated successfully.,True,285,44889,378,28,6
8T5I,5.28843,-51.27333462098312,Maximum number of iterations has been exceeded.,False,500,77150,471,30,9
8T5K,2.71323,-50.36659260360794,Optimization terminated successfully.,True,86,14491,265,19,3
8T5M,6.62974,-59.080932854146745,Maximum number of iterations has been exceeded.,False,500,79482,286,21,6
8T68,6.52531,-111.40430420582891,Optimization terminated successfully.,True,84,13755,380,24,3
8T6G,3.27588,-53.721452177924064,Optimization terminated successfully.,True,162,25149,457,37,3
8T70,11.2441,-87.8800766352551,Optimization terminated successfully.,True,384,63111,467,24,12
8T7O,7.51513,-68.76127818179086,Maximum number of iterations has been exceeded.,False,500,75486,616,41,9
8TA1,5.19447,-65.2585340972381,Maximum number of iterations has been exceeded.,False,500,81129,513,30,10
8TB6,4.72893,-45.04898665706835,Optimization terminated successfully.,True,193,30560,336,27,5
8TBA,4.98478,-74.72634692715809,Optimization terminated successfully.,True,419,66417,477,35,6
8TBR,6.67365,-42.29663043643456,Maximum number of iterations has been exceeded.,False,500,80823,482,30,10
8TBS,9.30812,-27.360157118125287,Maximum number of iterations has been exceeded.,False,500,75799,375,28,4
8TBU,6.64032,-55.1525166265094,Optimization terminated successfully.,True,69,10871,345,23,0
8TD0,1.06914,-34.700171831657485,Optimization terminated successfully.,True,109,16909,213,18,2
8TD1,5.11113,-42.572919757292,Optimization terminated successfully.,True,138,21767,299,21,3
8TDP,8.39009,-78.8240403150532,Optimization terminated successfully.,True,285,44000,454,24,4
8TDQ,8.42191,-65.62916981518458,Optimization terminated successfully.,True,423,66229,430,24,4
8TLR,3.28519,-97.16775417456311,Optimization terminated successfully.,True,199,32266,665,41,6
8TM7,7.3277,-72.2152322687337,Maximum number of iterations has been exceeded.,False,500,75486,536,30,9
8TPB,2.53859,-66.20738120760974,Maximum number of iterations has been exceeded.,False,500,78279,338,28,8
8TPE,5.9998,-92.32971093743703,Maximum number of iterations has been exceeded.,False,500,77967,507,33,11
8TPG,7.9314,-57.662828445299326,Maximum number of iterations has been exceeded.,False,500,80517,450,33,10
8TPH,3.18497,-76.65478504241621,Maximum number of iterations has been exceeded.,False,500,81112,423,33,10
8TPI,2.73604,-61.03531834062901,Maximum number of iterations has been exceeded.,False,500,76062,459,33,9
8TQF,2.79122,-71.52974960330629,Optimization terminated successfully.,True,259,40854,389,20,7
8TQH,6.20998,-63.25356825640818,Maximum number of iterations has been exceeded.,False,500,76572,516,30,13
8TQJ,5.2997,-70.65138211136193,Maximum number of iterations has been exceeded.,False,500,81554,418,31,10
8TQL,6.18573,-53.556002446170396,Maximum number of iterations has been exceeded.,False,500,80601,494,32,14
8TQV,7.25772,-48.21623488088849,Maximum number of iterations has been exceeded.,False,500,76792,594,40,13
8TTR,9.13105,-62.53670739784788,Optimization terminated successfully.,True,386,60138,556,35,8
8TU3,2.62172,-65.07242315545352,Optimization terminated successfully.,True,223,35360,371,27,5
8TU4,2.10828,-79.50012630496158,Maximum number of iterations has been exceeded.,False,500,79352,269,27,6
8TUC,3.02807,-58.79077664707774,Optimization terminated successfully.,True,191,30492,412,27,5
8TV6,3.64684,-48.27408182359384,Optimization terminated successfully.,True,297,47801,245,26,6
8TV7,3.56752,-49.49452330209993,Optimization terminated successfully.,True,227,36062,368,27,6
8TVM,5.27773,-68.57493392408367,Optimization terminated successfully.,True,325,51934,481,34,7
8TVN,3.86656,-75.89007221208908,Optimization terminated successfully.,True,211,34229,432,34,6
8TWN,2.93492,-35.840937416725914,Optimization terminated successfully.,True,178,28097,280,17,3
8TWT,4.26114,-57.94373948007,Optimization terminated successfully.,True,115,18958,263,17,3
8TWU,5.76653,-36.713908045981725,Optimization terminated successfully.,True,144,23309,285,22,2
8TWW,6.76306,-32.603514842907956,Optimization terminated successfully.,True,198,30977,291,17,3
8TX0,3.31072,-66.91408646933584,Optimization terminated successfully.,True,193,30128,464,33,5
8TXE,3.29321,-86.36087560075912,Optimization terminated successfully.,True,261,41212,603,43,5
8TXG,7.56565,-75.73035388517617,Optimization terminated successfully.,True,225,34131,628,42,4
8TXY,4.05622,-43.493796666270825,Maximum number of iterations has been exceeded.,False,500,79346,374,31,7
8TY3,4.3647,-61.63808754511569,Maximum number of iterations has been exceeded.,False,500,81095,496,33,10
8TY4,5.83576,-62.651416967629814,Maximum number of iterations has been exceeded.,False,500,81792,384,33,10
8TY5,6.32295,-43.836090502759,Maximum number of iterations has been exceeded.,False,500,81129,482,33,10
8U06,2.75561,-30.321032981656366,Optimization terminated successfully.,True,60,9297,357,25,0
